epoch,train,valid
1,2.2553638690442988,2.1299561762809764
2,1.8976132686164893,1.8213992369174958
3,1.7709632980568146,1.719295344352722
4,1.6761681279166996,1.5940396964550019
5,1.5290808763764092,1.4933975195884708
6,1.4157742189549487,1.3915865564346308
7,1.2795123609476389,1.3154792535305022
8,1.1528890386450472,1.4228324389457696
9,1.0133091503526759,1.061496168375015
10,0.8993567085579645,1.007912267446518
11,0.8058357087758419,1.1340571296215065
12,0.7286640548917631,0.8482781195640564
13,0.6738099978747584,0.7427222514152527
14,0.6128779158428862,0.7214683964848518
15,0.5710693432096603,0.7055385395884517
16,0.5472125344156441,0.5833501902222635
17,0.5234738880988377,0.6815211188793182
18,0.4898141540054474,0.6709546977281567
19,0.4798504534134322,0.6351275819540027
20,0.4609055344647695,0.7225924137234688
21,0.4536460117823473,0.4877198740839958
22,0.43757695071735214,0.5599536094069483
23,0.4261382841351306,0.5580576813220981
24,0.4150598969151696,0.5067189410328864
25,0.4071561336702592,0.5618899905681614
26,0.3976282404938024,0.5298376902937889
27,0.3907878526023796,0.5101252588629722
28,0.3808701603477057,0.6591201522946357
29,0.38172514744159786,0.534631463289261
30,0.36512239752584136,0.4876532311737538
31,0.3594154822792095,0.5812144991755489
32,0.3632512765663024,0.9750949931144716
33,0.3477121174240819,0.6443282741308213
34,0.3159168527721838,0.48851037338376047
35,0.32861621455531975,0.5953519949316979
36,0.31331267911690286,0.6784927937388423
37,0.3315127135162741,0.5112256862223148
38,0.322444932146382,0.4494155901670456
39,0.3166868382809783,0.4475198501348496
40,0.3128512219318706,0.42594864293932916
41,0.3165804210657509,0.6587967458367348
42,0.3078850783950047,0.41730983182787895
43,0.29948830234608753,0.4569369123876095
44,0.30556567522624606,0.4351254643499851
45,0.29173793873872855,0.5419762670993804
46,0.305214755336798,0.4028659300506115
47,0.298006974434575,0.5335421839356422
48,0.2832658703201783,0.4072797369956971
49,0.27338173365562957,0.3888078448176384
50,0.2751508368801995,0.4910217107832432
51,0.27197694265731986,0.4837893670797348
52,0.2700927339586595,0.8199368613958359
53,0.277914341392071,0.45817468434572217
54,0.26739290858851494,0.4641461731493473
55,0.2681512942829257,0.41259083822369574
56,0.2647330457621137,0.4358087722957134
57,0.25930687334390873,0.38172455281019213
58,0.2568286731562439,0.46263885363936424
59,0.27051353023295843,0.3970370677113533
60,0.25035611576764133,0.45227475628256797
